show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s831,Movie,Red Notice 233,Joe Russo,Ryan Gosling|Chris Evans,United Kingdom,12-Jan-20,2012,PG,75 min,"Thriller, Crime",A mystery unfolds with unexpected twists.
s832,Movie,Money Heist 230,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,Canada,21-Oct-18,1994,R,137 min,"Crime, Drama",Friends face extraordinary challenges together.
s833,Movie,The Irishman 439,The Duffer Brothers,Robert De Niro|Al Pacino,Brazil,22-May-18,2001,PG-13,80 min,"Action & Adventure, Crime",Friends face extraordinary challenges together.
s834,TV Show,Squid Game 939,Álex Pina,Robert De Niro|Al Pacino,South Korea,1-May-17,1994,TV-MA,6 Seasons,"Action & Adventure, Romance",A thrilling adventure filled with suspense.
s835,TV Show,Bridgerton 739,Álex Pina,Chris Hemsworth|Rudhraksh Jaiswal,India,5-Oct-23,2026,PG-13,3 Seasons,"Sci-Fi & Fantasy, Comedy",A compelling story of courage and survival.
s836,TV Show,Narcos 362,Anthony Russo,Lee Jung-jae|Park Hae-soo,France,29-Jan-19,2020,PG-13,3 Seasons,"Crime, Comedy",A thrilling adventure filled with suspense.
s837,TV Show,You 547,Álex Pina,Henry Cavill|Sam Claflin,Germany,24-Feb-26,2004,PG-13,7 Seasons,"Comedy, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s838,Movie,Enola Holmes 371,Martin Scorsese,Úrsula Corberó|Álvaro Morte,United States,15-Dec-16,2013,R,164 min,"Documentaries, Comedy",A compelling story of courage and survival.
s839,Movie,Stranger Things 302,Álex Pina,Jenna Ortega|Luis Guzmán,Germany,4-Feb-23,2016,TV-14,119 min,"Thriller, Romance",A thrilling adventure filled with suspense.
s840,Movie,Money Heist 986,Tim Burton,Ryan Gosling|Chris Evans,United States,2-Feb-18,2017,PG,170 min,"Drama, Crime",A compelling story of courage and survival.
s841,Movie,Red Notice 151,Anthony Russo,Jenna Ortega|Luis Guzmán,India,19-Jul-18,2005,TV-MA,136 min,"Drama, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s842,Movie,Lucifer 762,Tim Burton,Henry Cavill|Sam Claflin,South Korea,3-Feb-19,2020,PG-13,172 min,"Crime, Thriller",A compelling story of courage and survival.
s843,TV Show,Extraction 903,Harry Bradbeer,Ryan Reynolds|Gal Gadot,Brazil,1-Jul-18,2001,R,2 Seasons,"Action & Adventure, Drama",A mystery unfolds with unexpected twists.
s844,TV Show,Outer Banks 514,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,France,14-Oct-20,2000,PG,8 Seasons,"Comedy, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s845,Movie,Narcos 634,Martin Scorsese,Úrsula Corberó|Álvaro Morte,France,2-Oct-19,2001,R,170 min,"Comedy, Romance",A mystery unfolds with unexpected twists.
s846,TV Show,Narcos 169,Martin Scorsese,Robert De Niro|Al Pacino,France,1-Feb-24,2002,PG,6 Seasons,"Comedy, Drama",A compelling story of courage and survival.
s847,TV Show,Enola Holmes 289,Tim Burton,Henry Cavill|Sam Claflin,India,18-Aug-15,1994,TV-14,6 Seasons,"Drama, Romance",Friends face extraordinary challenges together.
s848,Movie,Extraction 247,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,11-Jul-19,2026,TV-MA,145 min,"Documentaries, Drama",A compelling story of courage and survival.
s849,TV Show,Red Notice 366,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,Germany,3-Dec-21,2002,PG,2 Seasons,"Romance, Crime",Friends face extraordinary challenges together.
s850,Movie,Ozark 418,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,Germany,8-Mar-17,1999,TV-MA,164 min,"Romance, Thriller",An emotional journey of hope and resilience.
s851,Movie,Stranger Things 699,Álex Pina,Chris Hemsworth|Rudhraksh Jaiswal,India,13-Aug-18,2004,TV-14,112 min,"Action & Adventure, Romance",A thrilling adventure filled with suspense.
s852,TV Show,Ozark 298,Anthony Russo,Ryan Gosling|Chris Evans,United States,10-Dec-17,2014,TV-14,8 Seasons,"Thriller, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s853,Movie,Money Heist 825,Martin Scorsese,Jenna Ortega|Luis Guzmán,South Korea,27-Feb-26,2025,TV-MA,94 min,"Documentaries, Drama",A mystery unfolds with unexpected twists.
s854,TV Show,The Irishman 70,Rawson Marshall Thurber,Robert De Niro|Al Pacino,Canada,18-Aug-21,1995,TV-MA,3 Seasons,"Action & Adventure, Crime",A mystery unfolds with unexpected twists.
s855,TV Show,Bridgerton 666,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,28-Sep-20,2021,TV-MA,8 Seasons,"Crime, Romance",Friends face extraordinary challenges together.
s856,TV Show,Bridgerton 376,The Duffer Brothers,Robert De Niro|Al Pacino,Canada,22-Nov-17,1995,PG-13,7 Seasons,"Documentaries, Action & Adventure",A compelling story of courage and survival.
s857,Movie,You 9,Tim Burton,Chris Hemsworth|Rudhraksh Jaiswal,South Korea,28-Jun-20,2014,TV-14,169 min,"Romance, Documentaries",A compelling story of courage and survival.
s858,Movie,Wednesday 358,Álex Pina,Lee Jung-jae|Park Hae-soo,Germany,14-May-25,2019,TV-MA,124 min,"Comedy, Documentaries",A compelling story of courage and survival.
s859,TV Show,Narcos 337,Shawn Levy,Robert De Niro|Al Pacino,Canada,23-Jun-19,2021,TV-14,7 Seasons,"Documentaries, Drama",Friends face extraordinary challenges together.
s860,TV Show,Lucifer 150,Harry Bradbeer,Úrsula Corberó|Álvaro Morte,Canada,29-Jun-18,2026,TV-MA,1 Seasons,"Romance, Drama",Friends face extraordinary challenges together.
s861,TV Show,Extraction 217,Martin Scorsese,Ryan Gosling|Chris Evans,South Korea,15-Oct-19,2006,TV-14,8 Seasons,"Comedy, Documentaries",A compelling story of courage and survival.
s862,TV Show,The Adam Project 895,Álex Pina,Ryan Gosling|Chris Evans,Germany,31-Oct-16,2003,PG,7 Seasons,"Action & Adventure, Romance",A compelling story of courage and survival.
s863,Movie,The Adam Project 169,Sam Hargrave,Robert De Niro|Al Pacino,France,2-Sep-22,2020,PG-13,129 min,"Action & Adventure, Crime",A mystery unfolds with unexpected twists.
s864,TV Show,You 802,Hwang Dong-hyuk,Úrsula Corberó|Álvaro Morte,India,23-Mar-15,1999,PG,7 Seasons,"Crime, Drama",A thrilling adventure filled with suspense.
s865,TV Show,Ozark 117,Harry Bradbeer,Ryan Gosling|Chris Evans,South Korea,15-Mar-26,2023,TV-MA,3 Seasons,"Documentaries, Romance",A thrilling adventure filled with suspense.
s866,TV Show,The Gray Man 764,Sam Hargrave,Ryan Gosling|Chris Evans,Germany,26-Oct-15,2000,R,2 Seasons,"Romance, Comedy",Friends face extraordinary challenges together.
s867,Movie,Dark 834,Anthony Russo,Ryan Reynolds|Gal Gadot,South Korea,28-Apr-15,2009,R,99 min,"Comedy, Crime",A mystery unfolds with unexpected twists.
s868,TV Show,Dark 361,The Duffer Brothers,Ryan Gosling|Chris Evans,Germany,15-Mar-24,2011,TV-MA,7 Seasons,"Action & Adventure, Thriller",A mystery unfolds with unexpected twists.
s869,TV Show,You 447,Joe Russo,Millie Bobby Brown|Finn Wolfhard,France,25-Aug-18,2008,R,3 Seasons,"Comedy, Drama",A compelling story of courage and survival.
s870,Movie,Wednesday Files 955,Joe Russo,Chris Hemsworth|Rudhraksh Jaiswal,Japan,15-May-15,2024,TV-MA,158 min,"Documentaries, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s871,Movie,The Crown 217,Sam Hargrave,Lee Jung-jae|Park Hae-soo,Germany,2-Jul-21,2014,TV-MA,160 min,"Thriller, Romance",A mystery unfolds with unexpected twists.
s872,Movie,The Crown 930,Harry Bradbeer,Ryan Gosling|Chris Evans,United States,28-May-25,2013,TV-14,119 min,"Sci-Fi & Fantasy, Action & Adventure",Friends face extraordinary challenges together.
s873,TV Show,Red Notice 922,Joe Russo,Ryan Reynolds|Gal Gadot,United States,1-Jun-20,1991,TV-14,7 Seasons,"Crime, Romance",An emotional journey of hope and resilience.
s874,TV Show,Outer Banks 441,Sam Hargrave,Henry Cavill|Sam Claflin,France,28-Oct-18,2002,R,6 Seasons,"Romance, Documentaries",A compelling story of courage and survival.
s875,TV Show,The Irishman 413,Anthony Russo,Henry Cavill|Sam Claflin,United Kingdom,4-Oct-23,2017,TV-14,3 Seasons,"Comedy, Crime",A thrilling adventure filled with suspense.
s876,Movie,Squid Game 858,The Duffer Brothers,Jenna Ortega|Luis Guzmán,Canada,17-Oct-23,2003,TV-MA,155 min,"Comedy, Drama",A mystery unfolds with unexpected twists.
s877,Movie,Red Notice 633,The Duffer Brothers,Chris Hemsworth|Rudhraksh Jaiswal,Brazil,7-Jun-18,2014,TV-MA,155 min,"Action & Adventure, Thriller",Friends face extraordinary challenges together.
s878,Movie,The Adam Project 199,The Duffer Brothers,Úrsula Corberó|Álvaro Morte,France,22-Dec-19,2006,TV-MA,105 min,"Sci-Fi & Fantasy, Drama",A thrilling adventure filled with suspense.
s879,Movie,Money Heist 471,Hwang Dong-hyuk,Chris Hemsworth|Rudhraksh Jaiswal,India,27-Apr-17,1999,PG,156 min,"Sci-Fi & Fantasy, Comedy",A compelling story of courage and survival.
s880,Movie,The Gray Man 401,Shawn Levy,Lee Jung-jae|Park Hae-soo,United States,8-Feb-23,2016,TV-MA,138 min,"Documentaries, Crime",A compelling story of courage and survival.
s881,Movie,Narcos 912,Anthony Russo,Lee Jung-jae|Park Hae-soo,United Kingdom,1-Jun-24,2001,PG,162 min,"Drama, Comedy",An emotional journey of hope and resilience.
s882,Movie,Dark 496,Hwang Dong-hyuk,Henry Cavill|Sam Claflin,United States,9-Sep-22,2000,R,90 min,"Sci-Fi & Fantasy, Drama",A thrilling adventure filled with suspense.
s883,Movie,Manifest 525,Tim Burton,Úrsula Corberó|Álvaro Morte,Canada,8-Jul-15,1997,TV-14,143 min,"Drama, Action & Adventure",A thrilling adventure filled with suspense.
s884,Movie,Squid Game 281,Álex Pina,Úrsula Corberó|Álvaro Morte,India,2-Nov-17,2012,R,85 min,"Sci-Fi & Fantasy, Thriller",A mystery unfolds with unexpected twists.
s885,TV Show,Squid Game 178,Sam Hargrave,Millie Bobby Brown|Finn Wolfhard,France,1-May-19,1996,R,7 Seasons,"Sci-Fi & Fantasy, Comedy",A thrilling adventure filled with suspense.
s886,TV Show,The Crown 611,Rawson Marshall Thurber,Robert De Niro|Al Pacino,Brazil,2-Jan-25,1996,R,7 Seasons,"Romance, Thriller",A thrilling adventure filled with suspense.
s887,TV Show,Bridgerton 172,Martin Scorsese,Henry Cavill|Sam Claflin,South Korea,10-Jun-16,2016,PG,6 Seasons,"Crime, Thriller",A compelling story of courage and survival.
s888,Movie,The Crown 810,Tim Burton,Robert De Niro|Al Pacino,Spain,28-Mar-22,1994,TV-14,98 min,"Crime, Action & Adventure",A thrilling adventure filled with suspense.
s889,TV Show,Ozark 705,Martin Scorsese,Robert De Niro|Al Pacino,Spain,20-Mar-15,2019,R,2 Seasons,"Crime, Comedy",An emotional journey of hope and resilience.
s890,Movie,Wednesday Files 218,The Duffer Brothers,Úrsula Corberó|Álvaro Morte,India,12-May-21,2025,PG,124 min,"Comedy, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s891,TV Show,The Gray Man 202,Martin Scorsese,Lee Jung-jae|Park Hae-soo,Japan,7-Mar-22,1992,PG,6 Seasons,"Romance, Drama",A compelling story of courage and survival.
s892,TV Show,Outer Banks 393,Sam Hargrave,Ryan Reynolds|Gal Gadot,South Korea,1-May-22,1991,R,3 Seasons,"Drama, Thriller",Friends face extraordinary challenges together.
s893,Movie,You 941,The Duffer Brothers,Ryan Reynolds|Gal Gadot,Canada,31-Oct-15,1991,TV-MA,126 min,"Documentaries, Drama",A mystery unfolds with unexpected twists.
s894,TV Show,Dark 410,Shawn Levy,Henry Cavill|Sam Claflin,Canada,11-Feb-22,2021,R,5 Seasons,"Drama, Thriller",Friends face extraordinary challenges together.
s895,TV Show,Dark 961,Hwang Dong-hyuk,Chris Hemsworth|Rudhraksh Jaiswal,United States,21-Sep-17,2004,TV-MA,8 Seasons,"Drama, Comedy",A compelling story of courage and survival.
s896,TV Show,The Irishman 91,Sam Hargrave,Robert De Niro|Al Pacino,Germany,29-Jan-20,1990,TV-MA,7 Seasons,"Sci-Fi & Fantasy, Romance",A compelling story of courage and survival.
s897,Movie,Wednesday 271,Anthony Russo,Ryan Gosling|Chris Evans,South Korea,28-Oct-21,2000,TV-14,81 min,"Documentaries, Drama",A thrilling adventure filled with suspense.
s898,TV Show,Bridgerton 685,Shawn Levy,Henry Cavill|Sam Claflin,Germany,8-Apr-24,2005,R,3 Seasons,"Documentaries, Crime",A mystery unfolds with unexpected twists.
s899,TV Show,Enola Holmes 95,Rawson Marshall Thurber,Millie Bobby Brown|Finn Wolfhard,India,29-Oct-25,2012,R,6 Seasons,"Thriller, Crime",A thrilling adventure filled with suspense.
s900,Movie,Extraction 218,Martin Scorsese,Úrsula Corberó|Álvaro Morte,Japan,3-Feb-26,2014,TV-14,84 min,"Documentaries, Drama",Friends face extraordinary challenges together.
s901,Movie,The Adam Project 726,Álex Pina,Jenna Ortega|Luis Guzmán,Germany,11-Jan-22,1996,TV-14,179 min,"Thriller, Action & Adventure",A mystery unfolds with unexpected twists.
s902,TV Show,The Gray Man 71,Rawson Marshall Thurber,Ryan Gosling|Chris Evans,United Kingdom,23-Dec-23,2009,R,4 Seasons,"Comedy, Documentaries",A mystery unfolds with unexpected twists.
s903,Movie,Enola Holmes 17,Álex Pina,Jenna Ortega|Luis Guzmán,South Korea,21-Jun-17,1991,PG-13,170 min,"Documentaries, Action & Adventure",Friends face extraordinary challenges together.
s904,Movie,Dark 442,Sam Hargrave,Jenna Ortega|Luis Guzmán,France,19-Nov-16,2022,PG-13,145 min,"Crime, Drama",A mystery unfolds with unexpected twists.
s905,TV Show,Extraction 665,Joe Russo,Ryan Gosling|Chris Evans,Spain,12-Mar-17,2008,TV-14,6 Seasons,"Romance, Comedy",An emotional journey of hope and resilience.
s906,TV Show,Money Heist 698,Martin Scorsese,Úrsula Corberó|Álvaro Morte,India,21-Sep-24,2004,TV-MA,8 Seasons,"Drama, Documentaries",An emotional journey of hope and resilience.
s907,TV Show,You 104,Rawson Marshall Thurber,Úrsula Corberó|Álvaro Morte,Brazil,23-Jun-16,2015,PG-13,4 Seasons,"Romance, Drama",A thrilling adventure filled with suspense.
s908,TV Show,The Irishman 805,Sam Hargrave,Robert De Niro|Al Pacino,South Korea,13-Aug-19,2008,TV-MA,8 Seasons,"Comedy, Documentaries",An emotional journey of hope and resilience.
s909,TV Show,The Irishman 323,Harry Bradbeer,Chris Hemsworth|Rudhraksh Jaiswal,United Kingdom,8-May-20,2001,PG,5 Seasons,"Documentaries, Comedy",A compelling story of courage and survival.
s910,TV Show,Red Notice 182,Rawson Marshall Thurber,Chris Hemsworth|Rudhraksh Jaiswal,United Kingdom,29-Jun-22,1990,R,7 Seasons,"Crime, Thriller",An emotional journey of hope and resilience.
s911,Movie,Lucifer 113,Martin Scorsese,Ryan Reynolds|Gal Gadot,Brazil,20-Jul-20,2008,TV-14,137 min,"Action & Adventure, Romance",A thrilling adventure filled with suspense.
s912,Movie,Ozark 464,Álex Pina,Robert De Niro|Al Pacino,Germany,31-Oct-21,2006,PG-13,87 min,"Sci-Fi & Fantasy, Action & Adventure",A mystery unfolds with unexpected twists.
s913,Movie,The Adam Project 728,Anthony Russo,Henry Cavill|Sam Claflin,Brazil,28-Nov-22,2020,TV-MA,180 min,"Sci-Fi & Fantasy, Crime",An emotional journey of hope and resilience.
s914,Movie,Enola Holmes 676,Tim Burton,Robert De Niro|Al Pacino,Japan,15-Mar-24,1991,TV-14,93 min,"Romance, Action & Adventure",A thrilling adventure filled with suspense.
s915,Movie,Money Heist 989,Rawson Marshall Thurber,Henry Cavill|Sam Claflin,Japan,22-Jun-23,2023,TV-14,99 min,"Sci-Fi & Fantasy, Crime",Friends face extraordinary challenges together.
s916,TV Show,Squid Game 317,Sam Hargrave,Ryan Reynolds|Gal Gadot,Brazil,11-May-24,2023,PG,7 Seasons,"Comedy, Thriller",A mystery unfolds with unexpected twists.
s917,TV Show,Red Notice 511,Harry Bradbeer,Jenna Ortega|Luis Guzmán,Japan,21-Jun-17,1999,R,5 Seasons,"Sci-Fi & Fantasy, Documentaries",An emotional journey of hope and resilience.
s918,Movie,The Adam Project 67,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,Japan,2-Dec-25,1992,TV-14,113 min,"Sci-Fi & Fantasy, Romance",An emotional journey of hope and resilience.
s919,Movie,The Adam Project 6,Joe Russo,Robert De Niro|Al Pacino,United States,14-Dec-25,1993,PG,81 min,"Action & Adventure, Documentaries",Friends face extraordinary challenges together.
s920,Movie,Stranger Things 751,Sam Hargrave,Ryan Gosling|Chris Evans,Brazil,26-Jan-21,1995,PG,86 min,"Thriller, Drama",A mystery unfolds with unexpected twists.
s921,TV Show,The Crown 409,Shawn Levy,Millie Bobby Brown|Finn Wolfhard,South Korea,31-Aug-23,2009,TV-14,4 Seasons,"Romance, Crime",Friends face extraordinary challenges together.
s922,Movie,Squid Game 139,Joe Russo,Henry Cavill|Sam Claflin,Spain,23-Jun-19,2009,PG,162 min,"Comedy, Action & Adventure",An emotional journey of hope and resilience.
s923,TV Show,The Crown 99,Tim Burton,Henry Cavill|Sam Claflin,Japan,7-Jun-23,2010,R,3 Seasons,"Crime, Thriller",Friends face extraordinary challenges together.
s924,TV Show,The Crown 473,Martin Scorsese,Henry Cavill|Sam Claflin,United States,6-Jun-24,2016,TV-MA,8 Seasons,"Action & Adventure, Sci-Fi & Fantasy",Friends face extraordinary challenges together.
s925,Movie,Dark 131,Hwang Dong-hyuk,Henry Cavill|Sam Claflin,Brazil,27-Jun-26,2008,TV-MA,149 min,"Romance, Comedy",A mystery unfolds with unexpected twists.
s926,Movie,Extraction 87,Martin Scorsese,Millie Bobby Brown|Finn Wolfhard,India,28-Apr-25,2011,R,134 min,"Comedy, Romance",Friends face extraordinary challenges together.
s927,TV Show,Money Heist 759,Hwang Dong-hyuk,Henry Cavill|Sam Claflin,United States,13-May-16,2003,R,6 Seasons,"Action & Adventure, Sci-Fi & Fantasy",A mystery unfolds with unexpected twists.
s928,Movie,The Adam Project 644,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,Japan,21-Jun-18,2002,TV-MA,103 min,"Comedy, Drama",A thrilling adventure filled with suspense.
s929,Movie,Enola Holmes 210,Shawn Levy,Lee Jung-jae|Park Hae-soo,United States,4-Mar-17,2022,PG-13,141 min,"Romance, Drama",A compelling story of courage and survival.
s930,TV Show,The Irishman 840,Sam Hargrave,Henry Cavill|Sam Claflin,South Korea,6-Nov-25,2018,R,7 Seasons,"Comedy, Thriller",A thrilling adventure filled with suspense.
s931,Movie,Enola Holmes 175,The Duffer Brothers,Henry Cavill|Sam Claflin,Spain,6-Mar-18,2020,PG-13,98 min,"Sci-Fi & Fantasy, Action & Adventure",A compelling story of courage and survival.
s932,TV Show,Narcos 396,Shawn Levy,Lee Jung-jae|Park Hae-soo,France,4-Mar-21,2017,TV-14,6 Seasons,"Drama, Action & Adventure",A mystery unfolds with unexpected twists.
s933,Movie,Red Notice 595,Rawson Marshall Thurber,Ryan Reynolds|Gal Gadot,Brazil,26-Sep-23,2018,TV-MA,147 min,"Crime, Comedy",A mystery unfolds with unexpected twists.
s934,TV Show,The Irishman 367,The Duffer Brothers,Henry Cavill|Sam Claflin,Spain,16-Mar-15,2012,R,5 Seasons,"Romance, Sci-Fi & Fantasy",A compelling story of courage and survival.
s935,Movie,Dark 672,Hwang Dong-hyuk,Robert De Niro|Al Pacino,Japan,25-May-18,1998,PG,158 min,"Sci-Fi & Fantasy, Thriller",A compelling story of courage and survival.
s936,TV Show,Wednesday Files 675,Tim Burton,Henry Cavill|Sam Claflin,Germany,31-Jul-25,2006,TV-14,7 Seasons,"Crime, Sci-Fi & Fantasy",An emotional journey of hope and resilience.
s937,TV Show,Extraction 31,Tim Burton,Úrsula Corberó|Álvaro Morte,India,7-Jul-16,1996,PG-13,7 Seasons,"Documentaries, Action & Adventure",A thrilling adventure filled with suspense.
s938,Movie,Narcos 774,Joe Russo,Chris Hemsworth|Rudhraksh Jaiswal,United States,26-Nov-18,2006,TV-MA,88 min,"Drama, Romance",A compelling story of courage and survival.
s939,TV Show,The Irishman 329,Shawn Levy,Lee Jung-jae|Park Hae-soo,France,30-Aug-15,1998,R,6 Seasons,"Thriller, Comedy",Friends face extraordinary challenges together.
s940,TV Show,Enola Holmes 207,Tim Burton,Ryan Gosling|Chris Evans,Germany,1-Jun-21,2002,TV-MA,8 Seasons,"Drama, Crime",A compelling story of courage and survival.
s941,Movie,Red Notice 369,Joe Russo,Henry Cavill|Sam Claflin,India,25-Feb-18,2011,TV-14,79 min,"Documentaries, Comedy",A thrilling adventure filled with suspense.
s942,TV Show,Wednesday Files 922,The Duffer Brothers,Jenna Ortega|Luis Guzmán,India,30-Dec-22,2018,PG-13,6 Seasons,"Romance, Documentaries",A compelling story of courage and survival.
